企业名称,bmCode,year,总资产,净利润金额,雇员总数,营业收入金额,资产负债率,研发投入金额,营业收入同比增减幅,营业利润金额,营业利润同比增减幅,净利润同比增减幅,研发投入同比增减幅,研发投入占比,研发投入占比增减幅,资本化研发投入,资本化研发投入同比增减幅,研发人员数量,研发人员同比增减幅,雇员同比增减幅,政府奖励资金、补贴,公司市值,累计中国专利申请数,累计PCT专利申请数,累计中国发明专利授权数,累计中国发明专利失效数,累计PCT发明专利失效数,年度中国专利申请数,年度PCT专利申请数,年度中国发明专利申请数,年度PCT发明专利申请数,年度中国专利授权数,年度中国发明专利授权数,研发人员占比,国家科技进步奖,国家技术发明奖,省/部级科技进步奖,省/部级技术发明奖,国际行业奖项,国家自然科学奖,省/部级自然科学奖,省/部级科学技术奖,省级企业科技创新奖,总负债,累计所有专利被引用数,累计核心专利被引次数,累计中国发明专利申请数,累计PCT发明专利申请数,参与起草国家标准,参与起草行业标准
丽邦昌尚服饰公司,249240,2022,3138072330.7,-130111232.76,4076.0,1508657163.79,35.6,,12.98,-117174901.0,54.76,52.85,,,,,,,,11.27,6762998.7,6.53,,,,,,,,,,,,,,,,,,,,,,1117155707.0,,,,,,
众铁盛建建筑设计公司,249280,2022,50067644973.08,2824413170.59,13749.0,42825725191.77,62.37,1362712638.0,18.14,3156732334.4,33.61,38.91,16.9,3.1,-0.05,,,2431.0,6.02,6.87,66585589.0,336.0,4632.0,29.0,535.0,493.0,,587.0,2.0,305.0,2.0,477.0,132.0,17.6,,,3.0,,,,,,,31209525973.52,7806.0,,1816.0,29.0,5.0,4.0
允泰锦源资源公司,249354,2022,20840382991.0,3028113235.0,6692.0,18289547762.0,42.27,,46.99,18289578436.0,1175.89,147.36,,,,,,,,38.18,100646281.0,154.0,84.0,1.0,5.0,2.0,,12.0,,9.0,,11.0,5.0,,,,,,,,,,,8812591521.0,35.0,,18.0,1.0,,
东方盛昌教育科技公司,249760,2022,5993622159.0,385414378.0,3351.0,1548389274.0,71.01,41507532.0,13.5,597786757.0,33.94,27.92,-9.92,2.66,-0.7,,,150.0,-42.05,3.2,95320322.0,18.0,6.0,,,3.0,,,,,,,,4.62,,,,,,,,,,4257860445.0,35.0,,4.0,,,
瑞富瑞昌投资管理公司,249780,2022,102180414127.06,1204725615.31,5590.0,5733070737.01,69.35,138870672.11,-19.59,1380033600.29,-52.79,-48.2,48.7,2.44,1.15,,,271.0,33.8,25.56,76016001.03,326.0,9.0,,,2.0,,,,,,,,4.96,,,,,,,,,,70848160499.4,12.0,,3.0,,,
药石泽健医药公司,249809,2022,41769785675.0,6232053143.0,24890.0,30936975286.0,24.23,3986513997.0,11.07,7582267283.0,10.79,9.55,16.17,12.86,0.59,,,2004.0,,0.3,195006944.0,744.0,936.0,107.0,459.0,191.0,,59.0,32.0,51.0,32.0,52.0,35.0,8.09,,,1.0,,,,,,,10127864789.0,3585.0,,759.0,101.0,,
天驰智锦电器公司,250104,2022,927577201.5,-97581248.83,148.0,262318244.02,61.79,17955063.62,-71.52,-69264218.89,-106.31,-113.17,-71.99,6.88,-0.1,,,25.0,,0.7,114656.15,85.0,290.0,,24.0,37.0,,32.0,,5.0,,22.0,8.0,17.47,,,,,,,,,,572509753.72,699.0,,75.0,,,
金飞智慧数据服务公司,250372,2022,2002842588.76,-167291112.8,2034.0,1383790031.02,32.01,281763510.67,-19.2,-170065084.84,-1099.99,-1163.99,5.03,20.32,4.7,,,643.0,-21.31,-10.1,12452630.08,54.0,717.0,127.0,92.0,61.0,,102.0,,34.0,,78.0,19.0,31.52,,,,,,,,,,641324494.79,1409.0,,279.0,124.0,,
守汽锦锦管理公司,250381,2022,604749044.5,50266798.17,230.0,423280940.08,22.88,16475264.08,-12.03,68067598.1,19.44,21.13,51.11,3.84,1.64,366159.77,,61.0,,-0.4,8822355.08,5.4,92.0,2.0,6.0,4.0,,13.0,2.0,2.0,2.0,27.0,2.0,25.82,,,,,,,,,,137934267.86,73.0,,21.0,2.0,,
众航盛盛技术研究院,250533,2022,18239237800.95,3294633803.8,9716.0,10255300933.8,13.96,708896110.84,125.01,3730782762.53,215.87,200.11,82.98,6.96,-1.41,,,4653.0,37.73,36.37,35637275.65,420.0,617.0,143.0,272.0,120.0,,70.0,3.0,49.0,3.0,52.0,36.0,47.94,,,,,,,,,,2544276211.13,1857.0,,499.0,143.0,,
康盛健生医疗器械公司,250804,2022,1293142403.37,167958430.32,654.0,623595082.9,10.52,30884243.96,10.69,190940964.16,20.63,21.73,9.9,4.92,-0.02,,,100.0,3.0,3.32,5272522.86,32.0,175.0,,24.0,21.0,,43.0,,15.0,,25.0,10.0,15.76,,,,,,,,,,136384694.79,109.0,,56.0,,,
华谊源润化工公司,250820,2022,6555287598.61,371600020.95,,4879175397.2,66.57,232801916.16,3080.02,421828121.5,8057.44,7223.82,634.1,4.75,-16.02,,,612.0,848.64,,4637613.7,26.0,108.0,3.0,39.0,15.0,,11.0,,7.0,,7.0,3.0,,,,,,,,,,,4360778923.23,342.0,,79.0,3.0,,
众防船达重工公司,250911,2022,1736811387.1,-57840922.95,1046.0,770728200.49,48.23,59931890.33,14.06,-76557501.96,-2231.0,-1157.09,3.49,7.77,-0.77,,,200.0,19.01,15.76,4241548.23,24.0,380.0,2.0,19.0,12.0,,52.0,,9.0,,72.0,5.0,19.76,,,,,,,,,,837338338.2,552.0,,77.0,2.0,,
沃特荣胶科技公司,250936,2022,1968897440.94,363498504.78,839.0,1618318973.2,29.08,86824037.34,-7.92,424207431.52,366.01,317.85,1.36,5.36,0.5,,,133.0,-19.3,-19.5,7075194.7,30.0,194.0,,15.0,44.0,,27.0,,17.0,,10.0,,16.42,,,,,,,,,,571433331.11,343.0,,87.0,,1.0,
盛通通航快递公司,250998,2022,40068692637.0,816878158.0,4157.0,9763057742.0,53.24,,10.55,1088976385.0,-52.4,-58.11,,,,,,588.0,,75.4,33994378.0,63.0,31.0,1.0,1.0,,,2.0,,,,2.0,,14.14,,,,,,,,,,21348063588.0,43.0,,3.0,1.0,,
柳业达机科技公司,251393,2022,1872917707.2,173924026.2,444.0,759710801.0,39.34,33375508.8,108.57,177795986.0,75.1,189.5,4.11,4.33,-4.31,,,,,216.45,2311204.2,6.47,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,736927384.4,13.0,,1.0,1.0,,
星煤盛源能源公司,251414,2022,51486456814.35,5220502259.61,41411.0,36036375175.87,51.51,759461367.87,14.6,7235313666.0,50.85,48.63,130.4,2.12,1.06,,,2568.0,25.8,2.65,129214155.95,221.0,120.0,1.0,6.0,3.0,,46.0,,,,23.0,3.0,6.14,,,1.0,,,,,,,26554648854.07,89.0,,12.0,1.0,,
午继源昌电器设备公司,251463,2022,2840763388.6,223139087.8,861.0,1565098088.15,23.98,234040840.86,-5.42,232369844.02,-6.64,5.12,17.54,14.96,2.95,26391859.72,184.67,240.0,3.72,-3.9,35007404.62,171.0,1066.0,2.0,74.0,65.0,,21.0,,13.0,,18.0,8.0,28.8,,,,,,,,,,680823611.02,1034.0,,173.0,2.0,,
创玮悦电家电公司,251483,2022,3707355304.49,140891387.95,210.0,1079906463.19,4.38,109959198.59,-3.84,140894259.06,-38.52,-38.55,43.29,10.1,3.34,,,160.0,52.26,47.99,7899827.37,101.0,158.0,2.0,28.0,3.0,,41.0,,32.0,,22.0,8.0,78.26,,,,,,,,,,161746695.04,108.0,,86.0,2.0,,
新花泽通批发公司,251484,2022,27732723164.0,-297427594.0,7187.0,22606748823.0,99.17,,7.75,833603746.0,133.63,92.16,,,,,,,,-7.44,,14.0,,,,,,,,,,,,,,,,,,,,,,27508359711.0,,,,,,
搭唐盛锦热力公司,251553,2022,87994541484.0,3028621631.0,3194.0,20030294737.0,63.1,,9.1,5170924232.0,67.64,21.65,,,,,,,,8.1,619154936.0,149.0,385.0,,38.0,19.0,,117.0,,32.0,,105.0,8.0,,,,1.0,,,,,,,55560843237.0,643.0,,102.0,,,
众铁达盛路桥公司,251568,2022,3449389362.95,-53763061.95,279.0,326914860.9,52.59,15872783.87,-42.98,-54715210.6,-195.5,-212.03,-23.91,4.83,1.27,,,80.0,-10.18,-10.92,757581.31,33.0,182.0,,12.0,16.0,,16.0,,1.0,,22.0,1.0,28.83,,,,,,,,,,1812108617.57,366.0,,34.0,,,
华仁健辰医疗科技公司,251632,2022,1668313483.23,-485944666.1,846.0,302306345.47,52.8,497722728.6,58.85,-485556985.32,-5.74,-5.11,-2.26,161.62,-100.98,,,323.0,4.12,22.52,32834677.1,127.0,106.0,65.0,30.0,14.0,,2.0,14.0,2.0,14.0,3.0,3.0,38.45,,,,,,,,,,880823267.11,362.0,,109.0,65.0,,
徐业机达重工公司,251714,2022,1078826224.32,23871145.12,424.0,319768560.11,7.72,54299709.92,-18.23,20661792.93,-74.22,-68.68,2.94,16.91,3.4,,,138.0,19.69,18.08,6762388.9,40.0,472.0,37.0,69.0,88.0,,59.0,,27.0,,48.0,4.0,31.45,,,,,,,,,,84060486.0,1234.0,,251.0,37.0,,
上境泽昌生态公司,251965,2022,1371267420.74,70768800.87,721.0,548187650.47,33.06,30017362.0,42.5,76463125.93,43.37,45.71,19.04,5.44,-1.0,,,116.0,,7.53,11903781.0,29.0,113.0,1.0,46.0,15.0,,12.0,1.0,6.0,1.0,16.0,9.0,15.16,,,,,,,,,,453738789.07,362.0,,73.0,1.0,,
红气锦泽电子商务公司,252151,2022,126290094376.95,-2718995850.9,42755.0,133543826629.43,65.1,,-15.77,-2289414118.05,-179.74,-230.8,,,,,,,,-1.97,196316371.77,166.0,31.0,,13.0,4.0,,,,,,10.0,2.0,,,,,,,,,,,82215765317.3,43.0,,16.0,,,1.0
春纤宏聚高性能纤维公司,252152,2022,2500661143.35,83540874.87,399.0,830962648.7,6.13,30410413.36,-5.03,94604483.32,-17.34,-18.56,-11.68,3.69,-0.23,,,77.0,-12.5,-16.4,5863985.63,34.0,98.0,,19.0,23.0,,9.0,,9.0,,,,19.4,,,,,,,,,,153594602.49,381.0,,72.0,,,
海山机锦机械公司,252192,2022,115265087724.37,3010353648.95,17169.0,55353167999.91,66.45,3104652918.54,15.71,3320879792.2,24.9,23.95,14.03,5.63,-0.09,369237151.33,65.48,5808.0,40.74,1.1,,280.0,377.0,14.0,146.0,4.0,,9.0,,5.0,,12.0,2.0,33.83,,,,,,,,,,76640137858.25,2350.0,,168.0,14.0,,
李丁绣纺时尚公司,252245,2022,307213429.0,-78558858.0,96.0,184032467.0,60.4,113097.0,1.26,-76400294.0,-4633.88,-19056.44,-88.22,0.09,-0.48,,,,,-56.92,,0.34,,,,,,,,,,,,,,,,,,,,,,185552426.0,,,,,,
果电源热能源公司,252328,2022,29936719559.1,655684312.61,3215.0,10682895471.5,59.3,95924059.08,-5.59,721584376.81,-52.79,-48.44,206.74,0.9,0.66,74061774.02,375.46,90.0,-13.48,5.85,182172935.15,210.0,3.0,,1.0,3.0,,,,,,,,2.8,,,,,,,,,,17752574667.68,24.0,,3.0,,,
森博万锦纸业公司,252382,2022,84301050124.69,317361870.49,10848.0,32004342793.96,71.86,1290287167.1,-3.03,156217147.95,-93.13,-84.84,-11.26,4.07,-0.34,,,1373.0,-27.83,-11.76,314939794.61,115.0,198.0,,11.0,6.0,,10.0,,2.0,,11.0,1.0,12.63,,,,,,,,,,60572776417.0,333.0,,23.0,,,
江怀达汽汽车公司,252456,2022,4412745675.87,352548407.24,2589.0,5631241291.63,71.21,243784953.27,8.48,405450364.39,-5.3,-3.3,102.42,4.37,2.04,,,150.0,10.9,-3.33,21322393.74,69.0,138.0,,3.0,5.0,,16.0,,1.0,,22.0,,5.87,,,,,,,,,,3143193084.19,140.0,,16.0,,,
碧园盛置建设开发公司,252497,2022,67497601971.3,172715332.83,2177.0,16541017936.83,82.56,,-36.04,567230470.52,-47.08,-62.9,,,,,,,,-9.23,20370561.37,48.0,8.0,,1.0,2.0,,,,,,2.0,1.0,,,,,,,,,,,55745693263.5,9.0,,3.0,,,
众白泽达批发公司,252591,2022,8149942884.82,68395388.57,9178.0,5883094857.14,77.48,,3.13,88660686.3,29.8,194.74,,,,,,,,-2.25,18133821.19,31.0,2.0,,,,,,,,,,,,,,,,,,,,,6308965787.93,,,,,1.0,
阳机智智机床公司,252637,2022,2399109121.94,22171491.65,1499.0,2094254466.18,55.02,77228668.85,-15.62,14484145.73,-81.51,-72.1,-8.82,3.68,0.27,,,187.0,-0.59,-7.72,7181708.53,22.0,212.0,,6.0,5.0,,33.0,,6.0,,37.0,3.0,12.31,,,,,,,,,,1319869090.31,165.0,,19.0,,1.0,
花电锦电能源公司,252827,2022,2606671234.0,112740724.0,348.0,1481648069.0,46.89,75341213.0,22.56,187035495.0,1229.86,403.14,46.25,5.08,0.86,,,,,-7.5,830277.0,4.35,,,,,,,,,,,,,,,,,,,,,,1220849213.0,,,,,,
卫星泽源化工公司,252829,2022,1252734105.33,106943449.02,296.0,398083874.41,13.66,13325562.31,16.31,123241117.13,60.18,61.31,22.13,3.36,0.19,,,36.0,2.89,14.08,2016593.0,26.0,38.0,1.0,20.0,2.0,,3.0,,2.0,,1.0,1.0,12.36,,,,,,,,,,171323817.3,201.0,,25.0,1.0,,
环星纺尚纺织公司,252936,2022,1718568.0,14766181.0,4789.0,1381749963.0,20024.92,,-15.15,17335629.0,-65.69,-46.0,,,,,,,,-7.56,19845962.0,3.36,,,,,,,,,,,,,,,,,,,,,,344543216.0,,,,,,
润会云智数据服务公司,253485,2022,1107676091.4,-380278298.6,812.0,3384376577.4,97.63,130693215.6,17.6,95704064.0,198.05,-537.11,99540.03,3.85,3.83,,,243.0,28.07,-15.95,,9.68,2.0,,1.0,,,,,,,,,29.61,,,,,,,,,,1081627544.6,78.0,,1.0,,,
康盛泽泽药业股份公司,253571,2022,2762810922.0,-892241421.0,535.0,,10.43,680305386.0,,-881293746.0,-53.55,81.18,35.57,,,,,,,0.34,13815622.0,51.0,21.0,47.0,8.0,,,2.0,2.0,,2.0,5.0,,,,,,,,,,,,289649977.0,441.0,,14.0,47.0,,
森居居木家具公司,253651,2022,1109838014.23,-42080215.64,872.0,722045642.77,48.78,21534327.7,-29.26,-39426592.1,-130.09,-173.46,-24.33,2.92,0.11,,,71.0,-16.4,-47.16,11052401.78,15.0,193.0,,13.0,7.0,,6.0,,,,27.0,3.0,8.14,,,,,,,,,,541254290.19,197.0,,43.0,,,
众航昌创工程设计公司,253887,2022,1471904199.1,123081659.38,1413.0,545100304.4,18.91,47775919.42,38.15,136652182.37,41.38,49.52,53.4,8.7,0.83,,,222.0,13.4,12.8,12658741.34,50.0,353.0,,14.0,11.0,,39.0,,1.0,,72.0,4.0,15.58,,,,,,,,,,278510175.67,344.0,,43.0,,1.0,
长岸达骏汽车制造公司,253893,2022,1091404751.82,66834546.69,1330.0,724890152.91,43.53,30527263.22,18.39,71411788.36,-2.45,-18.25,26.53,4.24,0.26,,,116.0,,30.6,2936708.48,7.59,178.0,,24.0,17.0,,8.0,,1.0,,9.0,2.0,8.66,,,,,,,,,,474951101.0,333.0,,51.0,,,
众课创信软件公司,254063,2022,41830551849.0,-7507650426.0,11084.0,21899185865.0,63.51,4765363796.0,12.91,-8357943658.0,-30.0,-10.27,67.8,21.79,7.1,,,,,-9.61,,446.0,18158.0,490.0,3787.0,997.0,,4134.0,164.0,3784.0,160.0,2116.0,1692.0,,,,,,,,,,,26590977413.0,50235.0,,16005.0,495.0,1.0,
恒通泽盛光缆公司,254107,2022,16556931345.98,1233682550.87,5630.0,9641791543.05,27.16,792163974.5,25.28,1327392702.72,37.82,39.13,40.0,8.28,0.84,25149810.76,1.66,1238.0,9.69,0.94,107184519.51,1187.0,555.0,48.0,88.0,152.0,,60.0,24.0,11.0,24.0,76.0,20.0,21.83,,,,,,,,,,4487982313.5,1371.0,,355.0,48.0,,5.0
良有锦锦电力器材公司,254149,2022,1565099918.76,42140311.68,2539.0,993786323.75,21.1,45043479.39,-8.06,57298187.83,-57.64,-66.35,-7.99,4.59,,,,204.0,-11.67,31.44,5597953.56,33.0,287.0,,5.0,8.0,,27.0,,,,30.0,,8.08,,,,,,,,,,331150700.46,184.0,,37.0,,,
阳机精锦智能装备公司,254635,2022,288020813475.0,-2313001933.0,41798.0,116985870975.0,67.3,5064007891.0,-10.99,-2024450229.0,81.3,77.47,-7.07,4.39,0.13,36000148.0,-12.2,3790.0,7.62,6.99,1012711274.0,622.0,12491.0,101.0,2200.0,1942.0,,1143.0,3.0,723.0,3.0,846.0,314.0,9.06,,,4.0,,,,,,,193826690424.0,33453.0,,6354.0,109.0,37.0,2.0
药石生泽制药公司,254636,2022,2138167302.28,94432444.31,657.0,1111011528.2,30.64,53866499.75,6.57,113227509.47,-5.49,-5.7,29.94,4.86,0.83,,,120.0,3.34,6.94,5678582.01,36.0,129.0,1.0,30.0,44.0,,12.0,,10.0,,5.0,5.0,18.67,,,1.0,,,,,,,655757380.89,348.0,,105.0,1.0,,
亚玮盛精机械公司,254696,2022,11771497768.02,-500948039.55,1386.0,1649411358.94,75.89,208706999.61,32.02,-456992639.5,-55.9,-75.64,15.38,12.67,-1.85,131035720.53,7.66,238.0,-33.92,-6.94,10683459.31,36.0,1136.0,,137.0,64.0,,98.0,,30.0,,110.0,4.0,16.89,,,,,,,,,,8926805931.2,2331.0,,348.0,,,
众白达汇连锁公司,254704,2022,2133246305.9,163671522.55,508.0,2202779267.69,45.85,50108261.51,55.3,199700901.52,66.37,76.2,36.2,2.21,-0.37,,,128.0,78.55,71.38,6677822.03,42.0,44.0,,9.0,3.0,,,,,,2.0,2.0,24.9,,,,,,,,,,979020664.78,59.0,,19.0,,,
惠金盛恒资产管理公司,254884,2022,524548606124.0,4116697396.0,5514.0,11762998215.0,92.21,,8.64,4928682771.0,25.91,25.26,,,,,,,,12.19,163231727.0,247.0,4.0,,,,,4.0,,,,4.0,,,,,,,,,,,,484086648398.0,,,,,,
丽邦尚悦纺织公司,254915,2022,1450462183.0,-57962495.0,281.0,216011248.0,23.83,4599731.0,-20.12,-47525291.0,80.57,76.46,-8.38,2.16,0.26,,,,,-7.2,1302.0,6.2,,,,,,,,,,,,,,,,,,,,,,345917281.0,,,,,,
搭唐能燃燃气公司,254945,2022,52494225218.0,2650576838.23,11439.0,12182884341.26,65.37,,13.39,3853302341.0,11.86,7.24,,,,,,,,3.61,191349595.79,89.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,34323227881.5,3.0,,2.0,,,
普各瑞泽制药公司,255007,2022,998807913.27,120599906.31,834.0,635041863.33,18.18,64699444.48,23.53,136659147.59,67.18,54.83,15.8,10.18,-0.65,,,108.0,-17.98,-6.75,15786592.45,18.0,36.0,,16.0,7.0,,1.0,,1.0,,2.0,2.0,12.53,,,,,,,,,,180999750.99,139.0,,30.0,,,
长成骏汽汽车公司,255193,2022,5748087120.1,75153857.85,3212.0,2552165814.73,64.64,95888796.0,35.83,89264233.89,148.39,131.18,41.07,3.77,0.19,,,842.0,0.22,10.82,10168387.0,37.0,647.0,,35.0,133.0,,46.0,,10.0,,67.0,5.0,26.26,,,1.0,,,,,,,3714820894.4,849.0,,194.0,,,
博耀体影视公司,255272,2022,14817872143.82,1062013957.08,7151.0,9054589347.58,45.62,7491822.01,19.11,1120669011.85,32.55,29.08,-4.89,0.0,-0.01,,,22.0,-15.35,14.71,95669763.63,182.0,26.0,1.0,5.0,,,4.0,,4.0,,5.0,4.0,0.34,,,,,,,,,,6770091229.51,13.0,,8.0,1.0,1.0,
江铜泽盛有色金属公司,255278,2022,7432486380.84,212217637.95,1622.0,5087024962.1,31.87,56928653.56,16.98,308412488.95,-64.06,-67.95,42.95,1.18,0.2,,,36.0,5.87,11.8,8366979.83,107.0,117.0,,33.0,13.0,,17.0,,11.0,,20.0,12.0,2.2,,,,,,,,,,2364727654.24,213.0,,61.0,,,
长信泽信通讯设备公司,255376,2022,3127200295.42,193439121.4,2756.0,2992435856.75,29.34,149788802.19,24.73,213038282.06,5.26,7.08,12.63,5.03,-0.56,,,449.0,-3.09,5.57,5665370.19,55.0,520.0,,123.0,94.0,,80.0,,70.0,,43.0,34.0,16.22,,,,,,,,,,917790873.28,619.0,,350.0,,,12.0
绿山华盛置业公司,255620,2022,3306577394.0,251314784.0,13854.0,2290478911.0,61.54,,47.11,324708896.0,58.3,56.15,,,,,,,,25.64,13763394.0,48.0,2.0,,,,,,,,,,,,,,,,,,,,,2033871126.0,2.0,,1.0,,,
长岸锦骏交通科技公司,255638,2022,1622222646.0,20433634.87,1252.0,518076209.65,20.78,32856946.2,-13.0,18891722.53,-82.63,-79.33,-5.51,6.35,0.5,,,110.0,-5.07,-7.79,7623101.42,24.0,111.0,2.0,3.0,4.0,,28.0,,7.0,,23.0,,9.01,,,,,,,,,,336295672.88,114.0,,36.0,2.0,,
花新泥泰陶瓷公司,255814,2022,62018996295.8,1406874221.78,22332.0,34543638091.24,47.48,112921752.68,-4.95,1733423877.81,-65.27,-66.35,13.27,0.32,0.0,,,617.0,4.23,-2.28,158000149.85,198.0,2362.0,,164.0,101.0,,433.0,,78.0,,418.0,51.0,2.73,,,,,,,,,,29416044163.93,2279.0,,475.0,,3.0,
康盛泽安药业股份公司,256252,2022,2723152375.0,183192255.0,2169.0,990040543.0,15.6,,-0.76,239136317.0,13.58,16.2,,,,,,,,20.94,4375472.0,30.0,,,,,,,,,,,,,,,,,,,,,,424671159.0,,,,,,
天驰智创家电公司,256585,2022,1503953575.96,67135560.4,1306.0,826415580.11,31.55,34200549.57,7.6,71963574.04,-1.7,-1.3,7.4,4.12,,,,138.0,13.09,20.97,12321388.34,23.0,315.0,,14.0,10.0,,39.0,,6.0,,54.0,4.0,10.65,,,,,,,,,,474990438.51,290.0,,49.0,,,
众冶创源检测认证公司,256617,2022,5554122532.29,190125393.61,6313.0,2604063536.22,35.82,263179199.65,15.84,181223551.47,-9.88,-1.23,17.98,10.16,0.19,,,733.0,27.16,18.3,34810977.69,112.0,938.0,,134.0,139.0,,103.0,,61.0,,87.0,31.0,11.52,,,,,,,,,,1989158865.55,1107.0,,481.0,,6.0,
瑞芯耀锐半导体科技股份公司,256958,2022,1977425502.62,64148680.29,145.0,3124205497.75,82.4,27956079.8,8.1,94091899.29,10.81,14.9,44.45,0.86,0.2,,,31.0,-3.14,-7.57,880654.9,50.0,108.0,,18.0,54.0,,17.0,,10.0,,1.0,,21.06,,,,,,,,,,1629685330.36,618.0,,76.0,,,
双惠锦食食品公司,256973,2022,9762795275.0,1454547732.0,2602.0,15080517317.0,34.61,,46.7,1787602841.0,34.88,399.37,,,,,,,,,122454758.0,237.0,3.0,,,,,,,,,,,,,,,,,,,,,3384650528.0,,,,,,
众聚饮锦调味品公司,257083,2022,4584038780.35,726612814.1,1941.0,2626481324.67,13.9,46300647.23,83.45,855585161.4,113.45,124.54,124.93,1.74,0.39,,,281.0,43.18,27.63,4865849.3,155.0,106.0,,28.0,9.0,,6.0,,3.0,,9.0,2.0,14.5,,,,,,,,,,639849719.27,251.0,,46.0,,,
龙河园盛建设开发公司,257157,2022,18737890748.0,-157604390.22,884.0,3147341726.79,57.47,,399.56,247838274.0,-49.54,-433.36,,,,,,,,2.64,1462.81,9.18,,,,,,,,,,,,,,,,,,,,,,10771567872.5,,,,,,
众建恒盛集团公司,257195,2022,664351133964.0,10422103531.0,114749.0,366395820582.0,74.84,10453716952.0,13.69,13751393576.0,-5.64,8.57,17.81,2.88,0.1,12134266.0,-85.35,21411.0,6.38,-0.49,1131090143.0,843.0,16367.0,17.0,1873.0,1440.0,,2040.0,,807.0,,1680.0,278.0,18.63,,,11.0,,,,,3.0,,497084742474.0,26665.0,,5540.0,17.0,14.0,1.0
灿芯盛辉材料公司,257226,2022,21934236877.89,1124740774.5,1413.0,5125263593.53,16.81,2067105946.2,124.89,1135529705.02,162.67,154.06,30.41,40.32,-28.2,653501507.68,-22.25,1280.0,24.46,24.17,66257436.16,1582.0,1156.0,16.0,256.0,11.0,,256.0,10.0,231.0,10.0,191.0,160.0,90.43,,,,,,,,,,3704230254.48,1237.0,,1070.0,16.0,,
红气源泽商贸公司,257285,2022,3228801548.2,81845958.54,2001.0,4145476852.32,39.76,43442244.27,14.71,105315244.09,-0.88,1.77,31.51,1.0,0.17,,,85.0,-14.11,1.73,7002182.29,27.0,44.0,5.0,25.0,13.0,,4.0,,4.0,,1.0,1.0,4.28,,,,,,,,,,1282871140.81,254.0,,41.0,5.0,,
燃星燃核核燃料加工公司,257349,2022,21353488033.36,236583997.24,8146.0,23200054622.37,48.41,,22.76,442226086.95,-78.84,-87.5,,,,,,,,8.31,9452941.22,90.0,217.0,,5.0,8.0,,17.0,,,,53.0,1.0,,,,,,,,,,,10354332969.52,161.0,,45.0,,,
威胜智智仪表公司,257498,2022,660408007.72,106660670.97,822.0,273616549.48,26.02,10295504.32,17.07,113155185.0,-72.69,-73.9,-29.97,3.73,-2.55,5133385.05,-9.12,104.0,3.09,2.3,5076706.23,38.0,170.0,2.0,14.0,19.0,,16.0,,4.0,,14.0,2.0,12.37,,,1.0,,,,,,,172258198.43,378.0,,35.0,2.0,4.0,
原通盛捷供应链公司,257804,2022,1322929781.79,15698621.39,784.0,804705102.6,39.7,2413532.25,-12.78,18630436.72,-67.17,-66.94,-6.91,0.3,0.06,1220130.69,71.86,6.0,-33.31,-2.86,3729173.82,30.0,,,,,,,,,,,,0.79,,,,,,,,,,526065218.14,,,,,,
万花润锦化工公司,257990,2022,1394431396.68,59489069.39,420.0,758733484.08,10.51,26921762.13,22.1,65425535.56,8.98,8.57,35.55,3.5,0.3,,,59.0,7.2,1.61,7367807.6,22.0,41.0,,25.0,6.0,,,,,,6.0,6.0,13.71,,,,,,,,,,147520940.92,103.0,,35.0,,,
渔歌瑞丰生态农业公司,258187,2022,3434448231.85,109712491.4,1188.0,1940916268.51,38.04,480028.0,-1.94,120577529.55,-50.05,-44.52,,0.05,,,,,,-0.49,72662757.17,23.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,1307355297.13,,,,,,
双惠悦鲜调味品公司,258428,2022,107505903335.0,6378038629.0,24051.0,43537374964.0,32.27,,-0.52,8622789156.0,-5.4,0.71,,,,,,,,-7.89,409967385.0,2465.0,,,,,,,,,,,,,,,,,,,,,,34699469368.0,,,,,,
国恩润胶橡胶公司,258432,2022,497559145.24,28702080.03,412.0,280426105.84,12.3,14227726.7,-14.6,31085413.93,-34.12,-32.7,-15.61,5.03,-0.06,,,54.0,3.88,9.74,4358221.7,4.8,111.0,2.0,14.0,6.0,,22.0,,5.0,,15.0,2.0,12.99,,,,,,,,,,61456091.52,140.0,,37.0,2.0,,
毅昌润昌橡胶公司,258696,2022,12248285087.42,698512806.0,2107.0,6061699466.18,20.65,253136892.65,2.2,742404632.88,-53.35,-49.51,-5.17,4.16,-0.34,,,393.0,11.08,1.57,12888684.86,141.0,332.0,1.0,56.0,19.0,,86.0,,33.0,,59.0,20.0,18.68,,,,,,,,,,2528123730.3,485.0,,159.0,1.0,,
美佳创电科技公司,258889,2022,410651854.1,-86780297.3,820.0,117809908.5,73.81,6258769.32,-50.01,-86085276.48,-79.1,-69.5,-28.04,5.33,1.61,,,16.0,-20.0,1.82,736889.05,10.0,,,,,,,,,,,,1.97,,,,,,,,,,303197478.57,,,,,,
用丰联数软件公司,259462,2022,708425898.61,-963855391.14,62.0,160276686.95,181.53,6131485.79,-53.3,-962871262.9,-785.63,-846.2,-50.54,3.85,0.29,,,34.0,13.37,-18.46,,0.97,1.0,,1.0,,,,,,,,,54.89,,,,,,,,,,1343132476.6,4.0,,1.0,,,
